condition,question_id,iteration,is_correct,compile_error,execution_error,concept_sql,compiled_sql,gold_sql,latency_ms,prompt_chars
FULL,CR16,1,False,"Invalid SQL: the join hint 'account.account_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN trans ON account.account_link
   WHERE trans.avg_balance < 0",,SELECT COUNT(DISTINCT account_id) FROM trans WHERE balance < 0,1406,14085
FULL,CR16,2,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN trans ON trans.account_link
   WHERE trans.avg_balance < 0",,SELECT COUNT(DISTINCT account_id) FROM trans WHERE balance < 0,1170,14085
FULL,CR16,3,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN trans ON trans.account_link
   WHERE trans.type_label = 'withdrawal' AND trans.total_amount < 0",,SELECT COUNT(DISTINCT account_id) FROM trans WHERE balance < 0,1226,14085
FULL,CR16,4,False,"Invalid SQL: the join hint 'account.account_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN trans ON account.account_link
   WHERE trans.avg_balance < 0",,SELECT COUNT(DISTINCT account_id) FROM trans WHERE balance < 0,967,14085
FULL,CR08,0,True,,,"SELECT AVG(trans.avg_balance)
   FROM trans
   JOIN account ON trans.account_link","SELECT AVG(trans.balance)
   FROM trans
   JOIN account ON trans.account_id = account.account_id ",SELECT AVG(balance) FROM trans,862,14066
FULL,CR08,1,True,,,"SELECT AVG(trans.avg_balance) 
FROM trans 
JOIN account ON trans.account_link","SELECT AVG(trans.balance) 
FROM trans 
JOIN account ON trans.account_id = account.account_id ",SELECT AVG(balance) FROM trans,754,14066
FULL,CR08,2,True,,,"SELECT AVG(trans.avg_balance) 
   FROM trans 
   JOIN account ON trans.account_link","SELECT AVG(trans.balance) 
   FROM trans 
   JOIN account ON trans.account_id = account.account_id ",SELECT AVG(balance) FROM trans,937,14066
FULL,CR08,3,True,,,"SELECT AVG(trans.avg_balance)
   FROM trans
   JOIN account ON trans.account_link","SELECT AVG(trans.balance)
   FROM trans
   JOIN account ON trans.account_id = account.account_id ",SELECT AVG(balance) FROM trans,1218,14066
FULL,CR08,4,True,,,"SELECT AVG(trans.avg_balance)
   FROM trans
   JOIN account ON trans.account_link","SELECT AVG(trans.balance)
   FROM trans
   JOIN account ON trans.account_id = account.account_id ",SELECT AVG(balance) FROM trans,794,14066
NO_SHOT,CR27,0,False,"Invalid SQL: the join hint 'account.account_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT 
    loan.default_count,
    loan.count,
    (loan.default_count * 1.0 / loan.count) AS default_proportion 
FROM 
    card 
JOIN 
    disp ON card.disp_link 
JOIN 
    account ON disp.account_link 
JOIN 
    loan ON account.account_link 
WHERE 
    card.type = 'gold' 
GROUP BY 
    loan.default_count, loan.count;",,"SELECT CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(DISTINCT account.account_id) * 100 AS default_rate FROM account JOIN disp ON account.account_id = disp.account_id JOIN card ON disp.disp_id = card.disp_id JOIN loan ON account.account_id = loan.account_id WHERE card.type = 'gold'",1720,7162
NO_SHOT,CR27,1,False,"Invalid SQL: JOIN link MISMATCHED for 'card': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'card'. This JOIN line's link token must name 'card' itself. Left unchanged. You likely need an ADDITIONAL, SEPARATE JOIN line for 'disp' or 'account' -- whichever cube isn't yet in your query -- using a link token that names your actual JOIN target directly, rather than reusing a link token from a different relationship.",,"SELECT 
  loan.default_count,
  loan.count AS total_loans,
  (loan.default_count * 1.0 / loan.count) AS default_proportion
FROM account 
JOIN disp ON account.disp_link 
JOIN client ON disp.client_link 
JOIN card ON disp.account_link 
JOIN loan ON account.account_id = loan.account_id 
WHERE card.type = 'gold'
GROUP BY loan.default_count, loan.count;",,"SELECT CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(DISTINCT account.account_id) * 100 AS default_rate FROM account JOIN disp ON account.account_id = disp.account_id JOIN card ON disp.disp_id = card.disp_id JOIN loan ON account.account_id = loan.account_id WHERE card.type = 'gold'",1932,7162
NO_SHOT,CR27,2,False,"Invalid SQL: JOIN link MISMATCHED for 'card': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'card'. This JOIN line's link token must name 'card' itself. Left unchanged. You likely need an ADDITIONAL, SEPARATE JOIN line for 'disp' or 'account' -- whichever cube isn't yet in your query -- using a link token that names your actual JOIN target directly, rather than reusing a link token from a different relationship.",,"SELECT loan.default_count, account.count 
FROM account 
JOIN disp ON account.disp_link 
JOIN client ON disp.client_link 
JOIN card ON disp.account_link 
JOIN loan ON account.account_id = loan.account_id 
WHERE card.type = 'gold' 
GROUP BY account.account_id 
HAVING account.count > 0",,"SELECT CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(DISTINCT account.account_id) * 100 AS default_rate FROM account JOIN disp ON account.account_id = disp.account_id JOIN card ON disp.disp_id = card.disp_id JOIN loan ON account.account_id = loan.account_id WHERE card.type = 'gold'",1484,7162
NO_SHOT,CR27,3,False,"Invalid SQL: the join hint 'account.card_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT 
  loan.default_count, 
  card.count AS total_gold_cards, 
  (loan.default_count * 1.0 / card.count) AS default_proportion 
FROM 
  account 
JOIN 
  disp ON account.disp_link 
JOIN 
  client ON disp.client_link 
JOIN 
  card ON account.card_link 
JOIN 
  loan ON account.loan_link 
WHERE 
  card.type = 'gold' 
GROUP BY 
  card.count, loan.default_count",,"SELECT CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(DISTINCT account.account_id) * 100 AS default_rate FROM account JOIN disp ON account.account_id = disp.account_id JOIN card ON disp.disp_id = card.disp_id JOIN loan ON account.account_id = loan.account_id WHERE card.type = 'gold'",2187,7162
NO_SHOT,CR27,4,False,,"Generated SQL error: Execution failed on sql 'SELECT 
    COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END),
    COUNT(account.account_id) AS total_gold_accounts,
    COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) * 1.0 / COUNT(account.account_id) AS default_proportion
FROM 
    account 
JOIN disp ON disp.account_id = account.account_id JOIN card ON card.disp_id = disp.disp_id JOIN 
    loan ON account.account_id = loan.account_id
WHERE 
    card.type = 'gold'
GROUP BY 
    COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END)': aggregate functions are not allowed in the GROUP BY clause","SELECT 
    loan.default_count,
    COUNT(account.account_id) AS total_gold_accounts,
    loan.default_count * 1.0 / COUNT(account.account_id) AS default_proportion
FROM 
    account 
JOIN 
    disp ON account.disp_link 
JOIN 
    card ON disp.card_link 
JOIN 
    loan ON account.account_id = loan.account_id
WHERE 
    card.type = 'gold'
GROUP BY 
    loan.default_count","SELECT 
    COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END),
    COUNT(account.account_id) AS total_gold_accounts,
    COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) * 1.0 / COUNT(account.account_id) AS default_proportion
FROM 
    account 
JOIN disp ON disp.account_id = account.account_id JOIN card ON card.disp_id = disp.disp_id JOIN 
    loan ON account.account_id = loan.account_id
WHERE 
    card.type = 'gold'
GROUP BY 
    COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END)","SELECT CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(DISTINCT account.account_id) * 100 AS default_rate FROM account JOIN disp ON account.account_id = disp.account_id JOIN card ON disp.disp_id = card.disp_id JOIN loan ON account.account_id = loan.account_id WHERE card.type = 'gold'",2119,7162
NO_SHOT,CR19,0,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT AVG(trans.count) AS avg_credit_card_withdrawals
FROM trans
JOIN account ON trans.account_link
JOIN loan ON account.account_id = loan.account_id
WHERE trans.operation_label = 'card_withdrawal' AND loan.default_count > 0
GROUP BY strftime('%Y-%m', trans.trans_date)",,"SELECT AVG(monthly_count) FROM (SELECT trans.account_id, STRFTIME('%Y-%m', trans.date) AS month, COUNT(trans.trans_id) AS monthly_count FROM trans JOIN loan ON trans.account_id = loan.account_id WHERE trans.operation = 'VYBER KARTOU' AND loan.status = 'D' GROUP BY trans.account_id, month)",1557,7193
NO_SHOT,CR19,1,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT AVG(trans.count) AS avg_card_withdrawals
FROM trans 
JOIN account ON trans.account_link
JOIN loan ON account.account_id = loan.account_link
WHERE trans.operation_label = 'card_withdrawal' AND loan.default_count > 0
GROUP BY strftime('%Y-%m', trans.trans_date);",,"SELECT AVG(monthly_count) FROM (SELECT trans.account_id, STRFTIME('%Y-%m', trans.date) AS month, COUNT(trans.trans_id) AS monthly_count FROM trans JOIN loan ON trans.account_id = loan.account_id WHERE trans.operation = 'VYBER KARTOU' AND loan.status = 'D' GROUP BY trans.account_id, month)",1705,7193
NO_SHOT,CR19,2,False,"Invalid SQL: the join hint 'account.account_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT AVG(trans.count) AS avg_card_withdrawals_per_month
FROM account 
JOIN loan ON account.account_id_link 
JOIN trans ON account.account_id_link 
WHERE trans.operation_label = 'card_withdrawal' 
  AND loan.default_count > 0 
GROUP BY loan.loan_id 
HAVING loan.default_count > 0;",,"SELECT AVG(monthly_count) FROM (SELECT trans.account_id, STRFTIME('%Y-%m', trans.date) AS month, COUNT(trans.trans_id) AS monthly_count FROM trans JOIN loan ON trans.account_id = loan.account_id WHERE trans.operation = 'VYBER KARTOU' AND loan.status = 'D' GROUP BY trans.account_id, month)",1655,7193
NO_SHOT,CR19,3,False,"Invalid SQL: the join hint 'account.account_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT AVG(total_withdrawals.avg_amount) AS avg_card_withdrawals_per_month
FROM (
    SELECT COUNT(trans.count) AS avg_amount
    FROM account
    JOIN loan ON account.account_id_link
    JOIN trans ON account.account_id_link
    WHERE loan.default_count > 0 AND trans.operation_label = 'card_withdrawal'
    GROUP BY account.account_id
) AS total_withdrawals",,"SELECT AVG(monthly_count) FROM (SELECT trans.account_id, STRFTIME('%Y-%m', trans.date) AS month, COUNT(trans.trans_id) AS monthly_count FROM trans JOIN loan ON trans.account_id = loan.account_id WHERE trans.operation = 'VYBER KARTOU' AND loan.status = 'D' GROUP BY trans.account_id, month)",1958,7193
NO_SHOT,CR19,4,False,"Invalid SQL: the join hint 'account.account_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT AVG(trans.count) AS avg_card_withdrawals_per_month
FROM account 
JOIN loan ON account.account_id_link 
JOIN trans ON account.account_id_link 
WHERE trans.operation_label = 'card_withdrawal' 
AND loan.default_count > 0 
GROUP BY account.account_id;",,"SELECT AVG(monthly_count) FROM (SELECT trans.account_id, STRFTIME('%Y-%m', trans.date) AS month, COUNT(trans.trans_id) AS monthly_count FROM trans JOIN loan ON trans.account_id = loan.account_id WHERE trans.operation = 'VYBER KARTOU' AND loan.status = 'D' GROUP BY trans.account_id, month)",1758,7193
